symptoms,disease
"Sore throat with no relief, Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal, Lump under the tongue, Persistent mouth pain, Hoarseness in voice",Oral Cancer
"Mouth ulcer with persistent pain, Unexplained bleeding from mouth",Oral Cancer
Hoarse voice,Oral Cancer
"Patches inside mouth, Pain in jaw, Unexplained bleeding from mouth, Pain swallowing food, Mouth ulcer with persistent pain, Lump inside cheek, Unusual swelling in mouth",Oral Cancer
"Unexplained bleeding from mouth, Mouth ulcer with persistent pain",Oral Cancer
"Lump in mouth or cheek, Unexplained numbness in tongue",Oral Cancer
"Persistent mouth pain, Lump under the tongue, Sore throat with no relief",Oral Cancer
"Hoarseness in voice, Mouth ulcer that won't heal, Persistent mouth pain, Sore throat with no relief, Lump under the tongue, Numb feeling in mouth or tongue",Oral Cancer
"Lump inside cheek, Patches inside mouth, Unusual swelling in mouth, Unexplained bleeding from mouth, Pain in jaw, Mouth ulcer with persistent pain, Pain swallowing food",Oral Cancer
"Sore on lips or gums that doesn't heal, Lump under the tongue, Hoarseness in voice, Persistent mouth pain, Mouth ulcer that won't heal, Numb feeling in mouth or tongue",Oral Cancer
"Pain in jaw, Mouth ulcer with persistent pain, Pain swallowing food, Lump inside cheek, Unusual swelling in mouth, Patches inside mouth, Unexplained bleeding from mouth",Oral Cancer
"Unexplained numbness in tongue, White or red patch in mouth, Lump in mouth or cheek",Oral Cancer
"Pain in jaw, Mouth ulcer with persistent pain",Oral Cancer
"Mouth ulcer that won't heal, Lump under the tongue, Hoarseness in voice, Sore throat with no relief, Persistent mouth pain",Oral Cancer
"Unusual swelling in mouth, Patches inside mouth, Pain in jaw, Pain swallowing food, Unexplained bleeding from mouth",Oral Cancer
"Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue, Hoarseness in voice, Sore throat with no relief, Lump under the tongue",Oral Cancer
"Persistent mouth pain, Numb feeling in mouth or tongue, Lump under the tongue, Hoarseness in voice, Sore on lips or gums that doesn't heal, Sore throat with no relief",Oral Cancer
Lump under the tongue,Oral Cancer
"Persistent throat pain, Numbness in lower lip, Hoarse voice, Sore in mouth that doesn't heal, White or red patch in mouth",Oral Cancer
Persistent mouth pain,Oral Cancer
"Sore on lips or gums that doesn't heal, Sore throat with no relief, Hoarseness in voice, Mouth ulcer that won't heal, Numb feeling in mouth or tongue, Lump under the tongue, Persistent mouth pain",Oral Cancer
Persistent throat pain,Oral Cancer
"Mouth ulcer that won't heal, Numb feeling in mouth or tongue",Oral Cancer
"Unexplained bleeding from mouth, Lump inside cheek, Patches inside mouth, Pain in jaw, Mouth ulcer with persistent pain",Oral Cancer
"Pain in jaw, Pain swallowing food, Patches inside mouth, Lump inside cheek, Unusual swelling in mouth, Mouth ulcer with persistent pain",Oral Cancer
"Lump in mouth or cheek, Numbness in lower lip, Persistent throat pain, Unexplained numbness in tongue, Hoarse voice, Sore in mouth that doesn't heal",Oral Cancer
"Sore on lips or gums that doesn't heal, Persistent mouth pain",Oral Cancer
"Unusual swelling in mouth, Mouth ulcer with persistent pain, Lump inside cheek, Pain in jaw",Oral Cancer
"Unexplained bleeding from mouth, Mouth ulcer with persistent pain, Patches inside mouth",Oral Cancer
"Unexplained numbness in tongue, White or red patch in mouth, Lump in mouth or cheek",Oral Cancer
"Patches inside mouth, Pain in jaw, Unusual swelling in mouth",Oral Cancer
Numbness in lower lip,Oral Cancer
"Numb feeling in mouth or tongue, Persistent mouth pain, Sore throat with no relief",Oral Cancer
Pain in jaw,Oral Cancer
"Pain swallowing food, Pain in jaw, Patches inside mouth, Unusual swelling in mouth, Unexplained bleeding from mouth",Oral Cancer
Sore throat with no relief,Oral Cancer
"Pain in jaw, Pain swallowing food",Oral Cancer
"Hoarseness in voice, Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal",Oral Cancer
"Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue, Sore throat with no relief, Persistent mouth pain, Lump under the tongue, Mouth ulcer that won't heal",Oral Cancer
Patches inside mouth,Oral Cancer
"Lump inside cheek, Pain swallowing food, Pain in jaw, Patches inside mouth",Oral Cancer
"Lump in mouth or cheek, Unexplained numbness in tongue, Persistent throat pain, Sore in mouth that doesn't heal",Oral Cancer
"Persistent mouth pain, Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue",Oral Cancer
"Pain in jaw, Lump inside cheek, Mouth ulcer with persistent pain, Patches inside mouth, Unusual swelling in mouth, Unexplained bleeding from mouth, Pain swallowing food",Oral Cancer
"Hoarse voice, Lump in mouth or cheek, Persistent throat pain, White or red patch in mouth, Unexplained numbness in tongue, Numbness in lower lip, Sore in mouth that doesn't heal",Oral Cancer
"Hoarseness in voice, Numb feeling in mouth or tongue, Lump under the tongue, Mouth ulcer that won't heal",Oral Cancer
"Mouth ulcer with persistent pain, Pain in jaw, Unexplained bleeding from mouth",Oral Cancer
"Stained teeth from smoking, Discoloration due to food and drink, Darkened teeth after dental trauma",Tooth Discoloration
"White spots from fluorosis, Teeth darkened after injury, Yellow stains on teeth, Brown stains from coffee, Grayish teeth from medication",Tooth Discoloration
"Dark stains near gumline, Grayish teeth from medication, Stains on teeth from tea, Yellowish tint to teeth, Uneven coloration in teeth",Tooth Discoloration
"Teeth become yellowish, Stained teeth from smoking, Discoloration due to food and drink, Discolored teeth from antibiotics, Teeth with uneven color",Tooth Discoloration
Teeth with uneven color,Tooth Discoloration
"Teeth darkened after injury, Yellow stains on teeth",Tooth Discoloration
"Discoloration due to food and drink, Stained teeth from smoking, Teeth become yellowish, Discolored teeth from antibiotics",Tooth Discoloration
"Yellowish tint to teeth, Uneven coloration in teeth",Tooth Discoloration
"Discolored teeth from antibiotics, Teeth become yellowish, Stained teeth from smoking",Tooth Discoloration
"Teeth become yellowish, Darkened teeth after dental trauma",Tooth Discoloration
"Teeth appear brown, Yellowish tint to teeth",Tooth Discoloration
"White spots from fluorosis, Grayish teeth from medication",Tooth Discoloration
"White spots from fluorosis, Yellow stains on teeth",Tooth Discoloration
"Brown stains from coffee, White spots from fluorosis, Yellow stains on teeth, Grayish teeth from medication",Tooth Discoloration
"Grayish teeth from medication, Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
"Teeth become yellowish, Darkened teeth after dental trauma",Tooth Discoloration
"Teeth appear brown, Yellowish tint to teeth",Tooth Discoloration
"Discolored teeth from antibiotics, Teeth with uneven color",Tooth Discoloration
"Teeth with uneven color, Discolored teeth from antibiotics, Teeth become yellowish, Darkened teeth after dental trauma, Discoloration due to food and drink, Stained teeth from smoking",Tooth Discoloration
"Dark stains near gumline, Uneven coloration in teeth, Stains on teeth from tea, Grayish teeth from medication, Yellowish tint to teeth",Tooth Discoloration
"Teeth darkened after injury, Yellow stains on teeth",Tooth Discoloration
"Stains on teeth from tea, Uneven coloration in teeth, Teeth appear brown",Tooth Discoloration
"Grayish teeth from medication, White spots from fluorosis, Brown stains from coffee, Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
"Grayish teeth from medication, Stains on teeth from tea, Yellowish tint to teeth, Uneven coloration in teeth, Dark stains near gumline",Tooth Discoloration
"Yellowish tint to teeth, Grayish teeth from medication, Teeth appear brown, Stains on teeth from tea, Uneven coloration in teeth, Dark stains near gumline",Tooth Discoloration
Uneven coloration in teeth,Tooth Discoloration
"Teeth appear brown, Dark stains near gumline, Yellowish tint to teeth, Uneven coloration in teeth",Tooth Discoloration
"Uneven coloration in teeth, Dark stains near gumline, Teeth appear brown",Tooth Discoloration
"Brown stains from coffee, Teeth darkened after injury, Grayish teeth from medication, White spots from fluorosis, Yellow stains on teeth",Tooth Discoloration
"Brown stains from coffee, White spots from fluorosis",Tooth Discoloration
Brown stains from coffee,Tooth Discoloration
"Teeth darkened after injury, Grayish teeth from medication",Tooth Discoloration
"Discoloration due to food and drink, Stained teeth from smoking, Teeth become yellowish, Teeth with uneven color",Tooth Discoloration
"Teeth darkened after injury, Yellow stains on teeth, White spots from fluorosis, Grayish teeth from medication",Tooth Discoloration
"White spots from fluorosis, Teeth darkened after injury",Tooth Discoloration
"Stains on teeth from tea, Teeth appear brown, Dark stains near gumline, Uneven coloration in teeth",Tooth Discoloration
"Stained teeth from smoking, Darkened teeth after dental trauma, Discoloration due to food and drink, Teeth with uneven color, Discolored teeth from antibiotics, Teeth become yellowish",Tooth Discoloration
Brown stains from coffee,Tooth Discoloration
White spots from fluorosis,Tooth Discoloration
White spots from fluorosis,Tooth Discoloration
"Dark stains near gumline, Grayish teeth from medication, Stains on teeth from tea, Yellowish tint to teeth, Teeth appear brown, Uneven coloration in teeth",Tooth Discoloration
Stained teeth from smoking,Tooth Discoloration
"Discoloration due to food and drink, Teeth become yellowish, Teeth with uneven color",Tooth Discoloration
"Grayish teeth from medication, Teeth darkened after injury, Brown stains from coffee",Tooth Discoloration
"White spots from fluorosis, Teeth darkened after injury",Tooth Discoloration
"Discoloration due to food and drink, Teeth become yellowish, Teeth with uneven color, Discolored teeth from antibiotics",Tooth Discoloration
"Yellowish tint to teeth, Teeth appear brown, Stains on teeth from tea, Grayish teeth from medication, Uneven coloration in teeth, Dark stains near gumline",Tooth Discoloration
"Teeth appear brown, Grayish teeth from medication, Uneven coloration in teeth, Stains on teeth from tea, Dark stains near gumline, Yellowish tint to teeth",Tooth Discoloration
"Discolored teeth from antibiotics, Darkened teeth after dental trauma, Teeth become yellowish",Tooth Discoloration
"Grayish teeth from medication, Yellowish tint to teeth",Tooth Discoloration
"Discoloration due to food and drink, Stained teeth from smoking",Tooth Discoloration
"Stains on teeth from tea, Dark stains near gumline, Teeth appear brown",Tooth Discoloration
Teeth with uneven color,Tooth Discoloration
"Brown stains from coffee, Yellow stains on teeth",Tooth Discoloration
"Teeth appear brown, Grayish teeth from medication",Tooth Discoloration
"Teeth with uneven color, Teeth become yellowish, Darkened teeth after dental trauma",Tooth Discoloration
"Teeth darkened after injury, Grayish teeth from medication",Tooth Discoloration
White spots from fluorosis,Tooth Discoloration
"Brown stains from coffee, White spots from fluorosis, Teeth darkened after injury",Tooth Discoloration
Stained teeth from smoking,Tooth Discoloration
Uneven coloration in teeth,Tooth Discoloration
"Grayish teeth from medication, Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
"Grayish teeth from medication, Brown stains from coffee, White spots from fluorosis, Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
Brown stains from coffee,Tooth Discoloration
Stained teeth from smoking,Tooth Discoloration
"Teeth darkened after injury, Yellow stains on teeth, Brown stains from coffee, White spots from fluorosis, Grayish teeth from medication",Tooth Discoloration
"Teeth become yellowish, Teeth with uneven color, Discolored teeth from antibiotics",Tooth Discoloration
"Teeth appear brown, Grayish teeth from medication",Tooth Discoloration
"Teeth darkened after injury, Brown stains from coffee, Yellow stains on teeth, White spots from fluorosis, Grayish teeth from medication",Tooth Discoloration
"Darkened teeth after dental trauma, Discoloration due to food and drink, Discolored teeth from antibiotics, Stained teeth from smoking, Teeth with uneven color, Teeth become yellowish",Tooth Discoloration
"Uneven coloration in teeth, Yellowish tint to teeth, Stains on teeth from tea",Tooth Discoloration
"Yellow stains on teeth, Brown stains from coffee, White spots from fluorosis",Tooth Discoloration
"Grayish teeth from medication, Uneven coloration in teeth, Teeth appear brown, Yellowish tint to teeth, Stains on teeth from tea",Tooth Discoloration
"Teeth appear brown, Grayish teeth from medication, Stains on teeth from tea, Yellowish tint to teeth, Uneven coloration in teeth",Tooth Discoloration
"Discolored teeth from antibiotics, Discoloration due to food and drink, Stained teeth from smoking, Teeth become yellowish, Teeth with uneven color, Darkened teeth after dental trauma",Tooth Discoloration
"Stained teeth from smoking, Discoloration due to food and drink",Tooth Discoloration
"Yellowish tint to teeth, Teeth appear brown, Grayish teeth from medication, Stains on teeth from tea",Tooth Discoloration
"Teeth with uneven color, Darkened teeth after dental trauma, Teeth become yellowish, Discoloration due to food and drink",Tooth Discoloration
Teeth darkened after injury,Tooth Discoloration
"Discoloration due to food and drink, Stained teeth from smoking, Teeth become yellowish",Tooth Discoloration
Dark stains near gumline,Tooth Discoloration
"Yellow stains on teeth, Brown stains from coffee, Grayish teeth from medication",Tooth Discoloration
"Grayish teeth from medication, Yellow stains on teeth, White spots from fluorosis, Teeth darkened after injury",Tooth Discoloration
"Teeth with uneven color, Teeth become yellowish, Discolored teeth from antibiotics, Stained teeth from smoking",Tooth Discoloration
"Discolored teeth from antibiotics, Discoloration due to food and drink, Teeth with uneven color",Tooth Discoloration
"Brown stains from coffee, White spots from fluorosis, Grayish teeth from medication",Tooth Discoloration
"Teeth appear brown, Stains on teeth from tea, Grayish teeth from medication, Uneven coloration in teeth",Tooth Discoloration
"White spots from fluorosis, Brown stains from coffee",Tooth Discoloration
"Teeth darkened after injury, Yellow stains on teeth, Grayish teeth from medication",Tooth Discoloration
"Discoloration due to food and drink, Discolored teeth from antibiotics, Darkened teeth after dental trauma, Stained teeth from smoking, Teeth become yellowish, Teeth with uneven color",Tooth Discoloration
"Discoloration due to food and drink, Darkened teeth after dental trauma, Stained teeth from smoking, Teeth become yellowish, Discolored teeth from antibiotics, Teeth with uneven color",Tooth Discoloration
Stains on teeth from tea,Tooth Discoloration
"Stained teeth from smoking, Discoloration due to food and drink, Darkened teeth after dental trauma, Discolored teeth from antibiotics, Teeth with uneven color",Tooth Discoloration
"Yellowish tint to teeth, Teeth appear brown",Tooth Discoloration
"Stains on teeth from tea, Grayish teeth from medication",Tooth Discoloration
"Darkened teeth after dental trauma, Discolored teeth from antibiotics, Stained teeth from smoking, Discoloration due to food and drink, Teeth become yellowish",Tooth Discoloration
"Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
"Teeth darkened after injury, Yellow stains on teeth, Brown stains from coffee",Tooth Discoloration
Yellowish tint to teeth,Tooth Discoloration
"Stains on teeth from tea, Dark stains near gumline, Grayish teeth from medication",Tooth Discoloration
"Grayish teeth from medication, Yellow stains on teeth, Brown stains from coffee, Teeth darkened after injury, White spots from fluorosis",Tooth Discoloration
White spots from fluorosis,Tooth Discoloration
"Teeth darkened after injury, White spots from fluorosis, Grayish teeth from medication, Yellow stains on teeth",Tooth Discoloration
"Darkened teeth after dental trauma, Teeth with uneven color, Discoloration due to food and drink, Teeth become yellowish, Stained teeth from smoking, Discolored teeth from antibiotics",Tooth Discoloration
"Dark stains near gumline, Uneven coloration in teeth, Stains on teeth from tea, Yellowish tint to teeth, Grayish teeth from medication, Teeth appear brown",Tooth Discoloration
"Grayish teeth from medication, Teeth darkened after injury",Tooth Discoloration
"Dark stains near gumline, Teeth appear brown, Yellowish tint to teeth, Stains on teeth from tea",Tooth Discoloration
"Yellowish tint to teeth, Stains on teeth from tea",Tooth Discoloration
Teeth darkened after injury,Tooth Discoloration
"Teeth become yellowish, Teeth with uneven color",Tooth Discoloration
"Darkened teeth after dental trauma, Discolored teeth from antibiotics, Teeth become yellowish",Tooth Discoloration
"Stains on teeth from tea, Dark stains near gumline, Yellowish tint to teeth, Teeth appear brown, Uneven coloration in teeth, Grayish teeth from medication",Tooth Discoloration
Discolored teeth from antibiotics,Tooth Discoloration
"Dark stains near gumline, Grayish teeth from medication",Tooth Discoloration
"Yellow stains on teeth, White spots from fluorosis, Brown stains from coffee, Teeth darkened after injury",Tooth Discoloration
Dark stains near gumline,Tooth Discoloration
"Discolored teeth from antibiotics, Teeth become yellowish",Tooth Discoloration
"Yellowish tint to teeth, Stains on teeth from tea",Tooth Discoloration
"Darkened teeth after dental trauma, Teeth become yellowish",Tooth Discoloration
"Discolored teeth from antibiotics, Darkened teeth after dental trauma, Stained teeth from smoking, Teeth become yellowish, Teeth with uneven color",Tooth Discoloration
"Teeth with uneven color, Discolored teeth from antibiotics",Tooth Discoloration
"White spots from fluorosis, Teeth darkened after injury",Tooth Discoloration
"Stained teeth from smoking, Discoloration due to food and drink, Teeth become yellowish, Teeth with uneven color, Darkened teeth after dental trauma, Discolored teeth from antibiotics",Tooth Discoloration
"Stained teeth from smoking, Darkened teeth after dental trauma, Teeth with uneven color, Teeth become yellowish, Discoloration due to food and drink, Discolored teeth from antibiotics",Tooth Discoloration
"White spots from fluorosis, Teeth darkened after injury, Grayish teeth from medication",Tooth Discoloration
"Discoloration due to food and drink, Darkened teeth after dental trauma, Teeth with uneven color, Discolored teeth from antibiotics, Teeth become yellowish, Stained teeth from smoking",Tooth Discoloration
"Stains on teeth from tea, Dark stains near gumline, Yellowish tint to teeth, Uneven coloration in teeth",Tooth Discoloration
"Dark stains near gumline, Yellowish tint to teeth, Stains on teeth from tea, Grayish teeth from medication, Uneven coloration in teeth",Tooth Discoloration
"White spots from fluorosis, Brown stains from coffee, Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
"Teeth with uneven color, Darkened teeth after dental trauma, Stained teeth from smoking, Discolored teeth from antibiotics, Discoloration due to food and drink, Teeth become yellowish",Tooth Discoloration
Dark stains near gumline,Tooth Discoloration
"Yellowish tint to teeth, Stains on teeth from tea",Tooth Discoloration
"White spots from fluorosis, Grayish teeth from medication, Teeth darkened after injury",Tooth Discoloration
Dark stains near gumline,Tooth Discoloration
"White spots from fluorosis, Yellow stains on teeth, Teeth darkened after injury",Tooth Discoloration
Darkened teeth after dental trauma,Tooth Discoloration
"Teeth appear brown, Dark stains near gumline",Tooth Discoloration
"Uneven coloration in teeth, Teeth appear brown, Dark stains near gumline",Tooth Discoloration
"Discoloration due to food and drink, Darkened teeth after dental trauma",Tooth Discoloration
"Dark stains near gumline, Stains on teeth from tea, Yellowish tint to teeth, Teeth appear brown, Grayish teeth from medication",Tooth Discoloration
"Discoloration due to food and drink, Discolored teeth from antibiotics, Stained teeth from smoking",Tooth Discoloration
"Teeth become yellowish, Discoloration due to food and drink, Stained teeth from smoking, Discolored teeth from antibiotics",Tooth Discoloration
Dark stains near gumline,Tooth Discoloration
Yellowish tint to teeth,Tooth Discoloration
"Grayish teeth from medication, Brown stains from coffee, White spots from fluorosis",Tooth Discoloration
"Darkened teeth after dental trauma, Stained teeth from smoking, Teeth with uneven color, Discoloration due to food and drink, Teeth become yellowish, Discolored teeth from antibiotics",Tooth Discoloration
"Stains on teeth from tea, Yellowish tint to teeth",Tooth Discoloration
"Yellow stains on teeth, Brown stains from coffee",Tooth Discoloration
"Stained teeth from smoking, Discoloration due to food and drink, Darkened teeth after dental trauma, Teeth become yellowish, Discolored teeth from antibiotics",Tooth Discoloration
"Dark stains near gumline, Grayish teeth from medication",Tooth Discoloration
